Mês,Ano,Instalação Portuária,Nome do Berço,Terminal,Mercadoria-Capítulo (SH2),Quantidade de Conteiner (u),Quantidade TEU,Somatório Peso Bruto Conteiner (t),Somatório Carga Geral Solta (t),Somatório Granel Sólido (t),Somatório Granel Líquido (t),Somatório de Carga Bruta (t)
3,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"32421,86","32421,86"
3,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"11485,97","11485,97"
3,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"16487,01","16487,01"
3,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"6400,34","6400,34"
3,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"51439,03","51439,03"
3,2020,Suape,Pier de Granéis Líquidos 2 - Berço Leste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"185814,18","185814,18"
3,2020,Suape,Pier de Granéis Líquidos 2 - Berço Oeste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"118940,94","118940,94"
3,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"578887,15","578887,15"
3,2020,Suape,Pier de Granéis Líquidos 3 - B,Píer de Graneis Líquidos 3B,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"247197,52","247197,52"
3,2020,Suape,Porto Interno - Berço 01,Cais 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"105302,54","105302,54"
3,2020,Suape,Porto Interno - Berço 01,Cais 1,"Obras de ferro fundido, ferro ou aço",0,0,0,"5726,4",0,0,"5726,4"
3,2020,Suape,Porto Interno - Berço 02 - TECON,Tecon Suape,Contêineres,20929,34967,"427177,41",0,0,0,"427177,41"
3,2020,Suape,Porto Interno - Berço 03 - TECON,Tecon Suape,Contêineres,4103,6940,"75932,56",0,0,0,"75932,56"
3,2020,Suape,Porto Interno - Berço 04,Cais 4,Cereais,0,0,0,0,55724,0,55724
3,2020,Suape,Porto Interno - Berço 04,Cais 4,"Ferro fundido, ferro e aço",0,0,0,"7296,11",0,0,"7296,11"
3,2020,Suape,Porto Interno - Berço 04,Cais 4,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"2035,12",0,0,"2035,12"
3,2020,Suape,Porto Interno - Berço 05,Cais 5,"Ferro fundido, ferro e aço",0,0,0,"3211,18",0,0,"3211,18"
3,2020,Suape,Porto Interno - Berço 05,Cais 5,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",0,0,0,"487,56",0,0,"487,56"
3,2020,Suape,Porto Interno - Berço 05,Cais 5,"Obras de ferro fundido, ferro ou aço",0,0,0,"144,6",0,0,"144,6"
3,2020,Suape,Porto Interno - Berço 05,Cais 5,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"4189,77",0,0,"4189,77"
4,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,Açúcares e produtos de confeitaria,0,0,0,"6513,54",0,0,"6513,54"
4,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"33669,07","33669,07"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"29553,31","29553,31"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"32829,73","32829,73"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"31361,35","31361,35"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"36157,22","36157,22"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"54486,58","54486,58"
4,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"40506,37","40506,37"
4,2020,Suape,Pier de Granéis Líquidos 2 - Berço Leste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"136856,64","136856,64"
4,2020,Suape,Pier de Granéis Líquidos 2 - Berço Oeste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"107801,68","107801,68"
4,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"539530,82","539530,82"
4,2020,Suape,Pier de Granéis Líquidos 3 - B,Píer de Graneis Líquidos 3B,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"325519,38","325519,38"
4,2020,Suape,Porto Interno - Berço 01,Cais 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"24233,43","24233,43"
4,2020,Suape,Porto Interno - Berço 01,Cais 1,"Ferro fundido, ferro e aço",0,0,0,"15991,45",0,0,"15991,45"
4,2020,Suape,Porto Interno - Berço 01,Cais 1,"Obras de ferro fundido, ferro ou aço",0,0,0,"5736,63",0,0,"5736,63"
4,2020,Suape,Porto Interno - Berço 02 - TECON,Tecon Suape,Contêineres,13022,21922,"208997,35",0,0,0,"208997,35"
4,2020,Suape,Porto Interno - Berço 03 - TECON,Tecon Suape,Contêineres,9442,15565,"152321,95",0,0,0,"152321,95"
4,2020,Suape,Porto Interno - Berço 04,Cais 4,Cereais,0,0,0,0,58062,0,58062
4,2020,Suape,Porto Interno - Berço 04,Cais 4,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"415,42",0,0,"415,42"
4,2020,Suape,Porto Interno - Berço 05,Cais 5,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",0,0,0,"1203,74",0,0,"1203,74"
4,2020,Suape,Porto Interno - Berço 05,Cais 5,"Obras de ferro fundido, ferro ou aço",0,0,0,"144,6",0,0,"144,6"
5,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,"31348,34","26975,15","58323,49"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"12782,74","12782,74"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"45983,86","45983,86"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"5228,35","5228,35"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"12628,22","12628,22"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"17377,84","17377,84"
5,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"39524,73","39524,73"
5,2020,Suape,Pier de Granéis Líquidos 2 - Berço Leste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"137798,92","137798,92"
5,2020,Suape,Pier de Granéis Líquidos 2 - Berço Oeste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"50729,19","50729,19"
5,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"675246,01","675246,01"
5,2020,Suape,Pier de Granéis Líquidos 3 - B,Píer de Graneis Líquidos 3B,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"390956,78","390956,78"
5,2020,Suape,Porto Interno - Berço 01,Cais 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"137741,58","137741,58"
5,2020,Suape,Porto Interno - Berço 02 - TECON,Tecon Suape,Contêineres,17683,30054,"285083,43",0,0,0,"285083,43"
5,2020,Suape,Porto Interno - Berço 03 - TECON,Tecon Suape,Contêineres,4404,7492,"88205,2",0,0,0,"88205,2"
5,2020,Suape,Porto Interno - Berço 04,Cais 4,Cereais,0,0,0,0,13750,0,13750
5,2020,Suape,Porto Interno - Berço 04,Cais 4,"Ferro fundido, ferro e aço",0,0,0,"5849,87",0,0,"5849,87"
5,2020,Suape,Porto Interno - Berço 04,Cais 4,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",0,0,0,"468,02",0,0,"468,02"
5,2020,Suape,Porto Interno - Berço 05,Cais 5,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"44004,58","44004,58"
5,2020,Suape,Porto Interno - Berço 05,Cais 5,"Obras de ferro fundido, ferro ou aço",0,0,0,"6611,93",0,0,"6611,93"
5,2020,Suape,Porto Interno - Berço 05,Cais 5,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"1695,75",0,0,"1695,75"
6,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,Açúcares e produtos de confeitaria,0,0,0,14000,0,0,14000
6,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",0,0,0,"0,9",0,0,"0,9"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"1629,55","1629,55"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"13136,1","13136,1"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"17352,77","17352,77"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"12459,26","12459,26"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"18059,84","18059,84"
6,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"30957,25","30957,25"
6,2020,Suape,Pier de Granéis Líquidos 2 - Berço Leste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"121056,86","121056,86"
6,2020,Suape,Pier de Granéis Líquidos 2 - Berço Oeste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"77745,22","77745,22"
6,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"571860,19","571860,19"
6,2020,Suape,Pier de Granéis Líquidos 3 - B,Píer de Graneis Líquidos 3B,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"272358,06","272358,06"
6,2020,Suape,Porto Interno - Berço 01,Cais 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"79257,7","79257,7"
6,2020,Suape,Porto Interno - Berço 02 - TECON,Tecon Suape,Contêineres,16552,26948,"342063,61",0,0,0,"342063,61"
6,2020,Suape,Porto Interno - Berço 03 - TECON,Tecon Suape,Contêineres,4199,7030,"77269,98",0,0,0,"77269,98"
6,2020,Suape,Porto Interno - Berço 04,Cais 4,Cereais,0,0,0,0,45500,0,45500
6,2020,Suape,Porto Interno - Berço 04,Cais 4,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",0,0,0,"208,51",0,0,"208,51"
6,2020,Suape,Porto Interno - Berço 04,Cais 4,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"541,01",0,0,"541,01"
6,2020,Suape,Porto Interno - Berço 05,Cais 5,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"92255,63","92255,63"
6,2020,Suape,Porto Interno - Berço 05,Cais 5,"Ferro fundido, ferro e aço",0,0,0,"16021,11",0,0,"16021,11"
6,2020,Suape,Porto Interno - Berço 05,Cais 5,"Obras de ferro fundido, ferro ou aço",0,0,0,"3450,38",0,0,"3450,38"
6,2020,Suape,Porto Interno - Berço 05,Cais 5,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",0,0,0,"295,41",0,0,"295,41"
6,2020,Suape,Porto Interno - Berço 05,Cais 5,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"6364,42",0,0,"6364,42"
7,2020,Suape,Cais de Múltiplos Usos - Berço - Leste,Cais de Múltiplos Usos - CMU,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,"31556,92",0,"31556,92"
7,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Bebidas, líquidos alcoólicos e vinagres",0,0,0,0,0,"26381,13","26381,13"
7,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"39937,82","39937,82"
7,2020,Suape,Pier de Granéis Líquidos 1 - Berço Leste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"15770,12","15770,12"
7,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"52786,17","52786,17"
7,2020,Suape,Pier de Granéis Líquidos 1 - Berço Oeste,Píer de Graneis Líquidos 1,Produtos químicos orgânicos,0,0,0,0,0,"33044,95","33044,95"
7,2020,Suape,Pier de Granéis Líquidos 2 - Berço Leste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"96915,63","96915,63"
7,2020,Suape,Pier de Granéis Líquidos 2 - Berço Oeste,Píer de Graneis Líquidos 2,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"193143,84","193143,84"
7,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,�?gua de formação,0,0,0,0,0,"366,71","366,71"
7,2020,Suape,Pier de Granéis Líquidos 3 - A,Píer de Graneis Líquidos 3A,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"738418,46","738418,46"
7,2020,Suape,Pier de Granéis Líquidos 3 - B,Píer de Graneis Líquidos 3B,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"476671,16","476671,16"
7,2020,Suape,Porto Interno - Berço 01,Cais 1,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",0,0,0,0,0,"67525,92","67525,92"
7,2020,Suape,Porto Interno - Berço 02 - TECON,Tecon Suape,Contêineres,15810,25751,"315780,26",0,0,0,"315780,26"
7,2020,Suape,Porto Interno - Berço 03 - TECON,Tecon Suape,Contêineres,5651,9776,"128316,36",0,0,0,"128316,36"
7,2020,Suape,Porto Interno - Berço 04,Cais 4,Cereais,0,0,0,0,"55077,2",0,"55077,2"
7,2020,Suape,Porto Interno - Berço 04,Cais 4,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",0,0,0,"4123,25",0,0,"4123,25"
7,2020,Suape,Porto Interno - Berço 05,Cais 5,"Ferro fundido, ferro e aço",0,0,0,"11623,31",0,0,"11623,31"
